ID_Reserva,Sexo,Tipo_Habitacion,Motivo_Viaje,Comentario_Positivo,Comentario_Negativo,Reseña_Completa,Rating
55459,M,Sencilla,NEGOCIO,la recepcion fue muy cordial,la puerta no cerraba bien,"La recepcion fue muy cordial, igual la puerta no cerraba bien.",3
64242,M,Doble (1 cama),SALUD,el parqueadero fue util,,El parqueadero fue util.,2
62894,M,Triple,PERSONAL,buena relacion calidad precio,,Buena rElacion calidad precio.,5
32946,M,Suite,OTRO,el personal superamable y atentto,la puerta no cerraba bien,El personal superamable y atentto. La puerta no cerraba bien.,3
60871,M,Triple,TURISMO,muy bonitas las areas comunes,la comida llego fria,Muy bonitas las areas comunes. La comida llego fria.,3
73255,F,Sencilla,SALUD,me gustó el servicio,el personal no fue muy atento,"Me gustó el servicio, sin embargo el personal no fue muy atento.",4
19958,M,Doble (1 cama),NEGOCIO,,el baño tenia problemas,El bsño tenia problemas.,2
51277,M,Sencilla,DEPORTIVO,,la limpieza podria mejorar,La verdad La limpieza podria mejorar.,5
25983,F,Sencilla,DEPORTIVO,me gusto el servicio,demasiado ruido externo y el desayuno no fue lo esperado,Pero la verdad demasiado ruido externo y el desayuno no fue lo esperado. Me gusto el servicio.,4
79561,M,Doble (1 cama),NEGOCIO,,la tv no funcionaba bien,La tv no funcionaba bien.,3
67616,F,Doble (1 cama),SALUD,,la camano era muy comoda,La camano era muy comoda.,2
98818,M,Doble (1 cama),TURISMO,precio justo por lo que ofrece,,Precio justo por lo que ofrece. Buen hotel.,4
18892,M,Triple,TURISMO,,el aire acondicionado hacia ruido,Honestamente El aire acondicionado hacia ruido.,4
10150,M,Sencilla,PERSONAL,,,cumple pero nada del otro mundo.,4
37208,F,Triple,PERSONAL,,,"regular, ni muy bien ni muy mal.",4
55387,F,Sencilla,PERSONAL,,,esperaba mas la verdad.,3
45548,M,Doble (1 cama),PERSONAL,buenas instalaciones en general,el desayuno no fue lo esperado,Buenas instalaciones en general. El desayuno no fue lo esperado.,5
67550,M,Sencilla,TURISMO,,las instalaciones estan algo viejas y el desayuno no fue lo esperado,Las instalaciones estan algo viejas y el desayuno no fue lo esperado.,2
36018,M,Triple,SALUD,,,esperaba mas laverdad,4
1336,M,Doble (1 cama),DEPORTIVO,el parqueadero fue util,el ascensor tardaba mucho,El parqueadero fue util. El ascensor tardaba mucho.,3
38072,M,Sencilla,TURISMO,el check in fue rapido,el baño estaba algo descuidado,"El check in fue rapido, pero la verdad el baño estaba algo descuidado.",4
96164,F,Doble (1 cama),SALUD,el personal fue muy amable,,El personal fue muy amable. Sin quejas.,4
40132,M,Doble (1 cama),DEPORTIVO,,la tv no funcionaba bien,Honestamente La tv no funcionaba bien.,2
77931,M,Doble (1 cama),TURISMO,excelente ubicacion ceerca a todo,las instalaciones estan algo viejas,Excelente ubicacion ceerca a todo. Las instalaciones estan algo viejas.,3
77011,M,Triple,TURISMO,todo estuvo bien en general,no pudedormir bien por el ruido y la comida se demoró bastante,Todo estuvo bien en general. No pudedormir bien por el ruido y la comida se demoró bastante.,3
87499,F,Sencilla,TURISMO,el personal super amable y atento,,El personal super amable y atento.,4
65178,M,Sencilla,TURISMO,excelente ubicacion cerca a todo,,Excelente ubicacion cerca a todo. Volvería.,4
20476,F,Doble Twin (2 camas),NEGOCIO,el personal hizo todo lo posibble por ayudar,demasiado ruido externo y el desayuno no fue lo esperado,"El personal hizo todo lo posibble por ayudar, aunque demasiado ruido externo y el desayuno no fue lo esperado.",4
59529,M,Doble (1 cama),OTRO,,habia humedad en el cuartooo,Habia humedad en el cuartooo.,3
71592,M,Doble Twin (2 camas),SALUD,el personal super amable y atento,el personalnofue muy atento,IguAl el personalnofue muy atento. El personal super amable y atento.,3
64483,M,Triple,TURISMO,el restaurante del hhotel estuvo rico,se escuchaba todo del pasillo y el baño tenía problemas,"El restaurante del hhotel estuvo rico, la verdad se escuchaba todo del pasillo y el baño tenía problemas",2
46236,M,Sencilla,NEGOCIO,muy bien ubicado cerca al centro,habia mucho ruiddo en la noche,Muy bien ubicado cerca al centro. eso sí habia mucho ruiddo en la noche.,3
44573,M,Triple,DEPORTIVO,el wifi funcionaba bien,la limpieza podria mejorar,La verdad la lumpieza podria mejorar. El wifi funcionaba bien.,3
73340,M,Sencilla,TURISMO,,,no tengo mucho que decir.,4
72228,M,Sencilla,DEPORTIVO,ls ubicación es muy buena,el personal no fue muy atEnto,"Ls ubicación es muy buena, igual el personal no fue muy atEnto.",3
50441,F,Doble Twin (2 camas),TURISMO,,,"regular, ni muy bien ni muy mal.",4
60682,M,Doble (1 cama),TURISMO,me gustó el servicio,,Me gustó el servicio. Sin quejas.,4
43176,F,Triple,SALUD,buena relacion calidad precio,habia humedad en el cuarto,"Buena relacion calidad precio, eso sí habia humedad en el cuarto.",3
25727,F,Doble Twin (2 camas),PERSONAL,,la comida llego fria,Pues La comida llego fria.,3
92422,M,Sencilla,NEGOCIO,la recepcion fue muy cordial,la cama no era muy comoda,Eso si la cama no era muy comoda. La recepcion fue muy cordial.,3
32300,M,Doble (1 cama),TURISMO,,problemas con el agua cAliente,Problemas con el agua caliente.,3
75946,F,Triple,TURISMO,excelente ubicación cerca a todo,,Excelente ubicación cerca a todo.,4
51196,F,Doble (1 cama),NEGOCIO,,poca variedad en el desayuno,Pues Poca variedad en el desayuno.,3
31613,M,Sencilla,DEPORTIVO,buenas instalaciones en general,rl colchon estaba algo viejo,Pero la verdad rl colchon estaba algo viejo. Buenas instalaciones en general.,4
54841,M,Sencilla,PERSONAL,buena relación calidad precio,,Buena relación calidad precio.,4
6720,F,Sencilla,NEGOCIO,buenas instalaciones en geneerAl,demasiado ruido externo,Buenas instalaciones en geneeral. Demasiado ruido externo.,2
42704,M,Sencilla,TURISMO,la habitacion estaba limpia,,La habitacion estabalimpia.,4
98609,M,Sencilla,DEPORTIVO,el cusrto era amplio,el wifi era muy lento,Eso sí el wifi era muy lento. El cusrto era amplio.,5
93435,F,Sencilla,TURISMO,,el servicio fue algo demorado,El servicio fue algo demorado.,1
50968,F,Doble (1 cama),DEPORTIVO,la habitacion estaba limpia,,La habitacion estaba limpia.,2
51604,F,Doble (1 cama),TURISMO,las toallas y ropa de cama limpias,había mucho ruido en la noche y la atención pudo ser mejor,"Las toallas y ropa de cama limpias, sin embargo había mucho ruido en la noche y la atención pudo ser mejor.",4
87991,M,Triple,SALUD,,el personal no fue muy atento,El personal no fue muy atento.,5
86461,M,Triple,PERSONAL,buena experiencia en general lo recomiendo,,Buena experiencia en general lo recomiendo. Lo recomiendo.,4
20936,F,Sencilla,PERSONAL,,,cumple pero nada del otro mundo.,5
65923,M,Sencilla,TURISMO,el wifi funcionaba bien,el baño estaba algo descuidado,"El wifi funcionaba bien, eso si el baño estaba algo descuidado.",4
5852,M,Doble Twin (2 camas),TURISMO,las camas eran cómodas,el bañotenia problemas,Aunque el bañotenia problemas. Las camas eran cómodas.,3
17547,F,Cuádruple,DEPORTIVO,buen servicio de habitaciones,,Buen servicio de habitaciones. Volvería.,2
66836,M,Doble (1 cama),DEPORTIVO,el personal fue amable,el personal no fue muy atento,Sin embargo el personal no fue muy atento. El personal fue amable.,4
78356,F,Doble Twin (2 camas),SALUD,el cuarto era amplio,no habia agua caliente en la mañana y los muebles estaban algo deteriorados,Pero no habia agua caliente en la mañana y los muebles estaban algo deteriorados. El cuarto era amplio.,2
44515,F,Sencilla,TURISMO,las toallas y rOpa de cama limmpias,el personal no fue muy atento,Las toallas y ropa de cama limmpias. El personal no fue muy atento.,3
14154,M,Doble (1 cama),TURISMO,la atencion fue excelente,,La atencion fue excelente.,4
58711,F,Doble (1 cama),NEGOCIO,cumple con lo que promete,,Cumple con lo que promete. Sin quejas.,4
14069,M,Triple,TURISMO,buen servicio de habitaciones,el parqueadero era muy pequeño,Buen servicio de habitaciones. El parqueadero era muy pequeño.,3
69937,M,Doble (1 cama),SALUD,me gustó el servicio,,Me gustó el servicio. Lo recomiendo.,4
60890,M,Triple,NEGOCIO,el personal fue amable,,El personal fue amable. Volveríaa.,4
3011,F,Doble Twin (2 camas),PERSONAL,me gustó el servicio,,Me gustó el servicio. Lo recomiendo.,4
95692,F,Triple,DEPORTIVO,el check in fue eapido,el servicio fuealgo demorado,El check in fue eapido. El servicio fuealgo demorado.,4
19894,M,Triple,SALUD,las camas eran comodas,la puerta no cerraba bien,Aunque la puerta no cerraba bien. Las camas eran comodas.,4
54736,M,Doble (1 cama),SALUD,el personal fue amable,demassiado ruido externo,Igual demassiado ruido externo. El personal fue amable.,3
86823,F,Doble Twin (2 camas),TURISMO,el cuarto era amplio,,El cuarto era amplio. Buen hotel.,5
21232,F,Doble (1 cama),TURISMO,la habitacion estaba limpia,el preciio era algo elevado para loque ofrece,"La habitacion estaba limpia, sin embargo el preciio era algo elevado para loque ofrece.",5
10807,M,Doble (1 cama),DEPORTIVO,la pisccina estaba muy bien,la atencion pudo ser mejor,La pisccina estaba muy bien. La atencion pudo ser mejor.,3
62537,F,Sencilla,TURISMO,todo estuvo bien en general,en recepcion se demoraron demasiado,Pero la verdad en recepcion se demoraron demasiado. Todo estuvo bien en general.,3
35737,M,Sencilla,DEPORTIVO,todo estuvo bien en general,problemas con el agua caliiente,Sin embargo problemas con el agua caliiente. Todo estuvo bien en general.,5
45375,M,Sencilla,TURISMO,el wifi funcionaba bien,no pude dormir bien por el ruido,"El wifi funcionaba bien, pero no pude dormir bien por el ruido.",3
82691,M,Doble Twin (2 camas),OTRO,buena relación calidad precio,,Buena relación calidad precio. Buen hotel.,3
91794,M,Sencilla,NEGOCIO,la atencion fue excelente,la puerta no cerraba bien,La atencion fue excelente. la veedad la puerta no cerraba bien.,4
53098,M,Doble Twin (2 camas),DEPORTIVO,buena ubicacion para moverse por la ciudad,no habia agua calientE en la mañana,Buena ubicacion para moverse por la ciudad. No habia agua caliente en la mañana.,3
86175,F,Sencilla,TURISMO,buena experiencia en general lo recomiendo,,Buena experiencia en general lo recomiendo. Volvería.,3
11527,M,Doble (1 cama),TURISMO,todo estuvvo bien en general,el precio era algo elevado para lo que ofrece,Todo estuvvo bien en general. El precio era algo elevado para lo que ofrece.,3
44065,M,Doble (1 cama),TURISMO,elcheck in fue rapidp,la puerta no cerraba bien,"Elcheck in fue rapidp, la verdad la puerta no cerraba bien.",3
89389,F,Triple,TURISMO,buEn servicio de habitaCiones,,Buen servicio de habitaciones. Volvería.,4
70942,F,Sencilla,TURISMO,me gusto el servicio,la limpieza podria mejorar,Eso sí la limpieza podria mejorar. Me gusto el servicio,3
50808,M,Sencilla,TURISMO,ambiente tranquiloy agradable,,Ambiente tranquiloy agradable.,3
42505,M,Doble Twin (2 camas),NEGOCIO,,demorado el servicio de hAbitacIones,Demorado el servicio de habitaciones.,2
83155,F,Doble (1 cama),TURISMO,,,estuvo ok,2
95203,M,Doble Twin (2 camas),DEPORTIVO,excelente ubicacion cerca atodo,,Excelente ubicacion cerca atodo.,5
64956,M,Triple,NEGOCIO,la atencion fue excelente,habia mucho ruido en la noche,"La atencion fue excelente, pero la verdad habia mucho ruido en la noche.",3
71912,M,Sencilla,NEGOCIO,,el desayuno no fue lo esperado,El desayuno no fue lo esperado.,5
5705,F,Doble (1 cama),TURISMO,precio justo por lo que ofrece,el personal no fue muy atento,Aunque el personal no fue muy atento. Precio justo por lo que ofrece.,3
81931,F,Triple,TURISMO,las toallas y ropa de cama limpias,habia muchp ruido en la noche,Igual habia muchp ruido en la noche. Las toallas y ropa de cama limpias.,3
9968,F,Sencilla,TURISMO,excelente ubicación cerca a todo,los muebles estaban algodeteriorados,"Excelente ubicación cerca a todo, la verdad los muebles estaban algodeteriorados.",4
31771,M,Sencilla,NEGOCIO,el colchon era comodisimo,la comida llego fria,"El colchon era comodisimo, la verdad la comida llego fria.",4
83727,M,Doble (1 cama),DEPORTIVO,muy buen hotel en general,,Muy buen hotel en general.,4
90705,M,Triple,SALUD,las toallas y ropa de cama limpias,problemas con el agua caliente,Perp la verdad problemas con el agua caliente. Las toallas y roopa de cama limpias.,3
38667,F,Sencilla,DEPORTIVO,el perssonal fue amable,el cuarto era muy pequeno,El perssonal fue amable. aunque el cuarto era muy pequeno.,2
30817,M,Sencilla,SALUD,el parqueadero fue util,,El parqueafero fue util. Sin quejas,5
98880,M,Doble (1 cama),SALUD,,,no tengo mucho que decir.,4
12846,M,Doble (1 cama),PERSONAL,buenaS instalaciones en general,,Buenas instalaciones en general. Buen hotel.,4
57881,M,Triple,TURISMO,excelente ubicacionn cerca a todo,,Excelente ubicacionn cerca a todo. Lo recomiendo.,3
13903,M,Sencilla,NEGOCIO,ka habitación estaba limpia,la comidA se demoro bastante,Ka habitación estaba limpia. igual la comidA se demoro bastante.,2
84066,M,Cuádruple,TURISMO,el personal fue muy amable,,El personal fue muy amable,4
93260,M,Doble Twin (2 camas),PERSONAL,la recepcion fue muy cordial,en recepcion se demoraron demasiado,"La recepcion fue muy cordial, aunque en recepcion se demoraron demasiado.",5
14173,M,Doble (1 cama),SALUD,,el servicio fue algo demorado,El servicio fue algo demorado.,1
59153,F,Doble (1 cama),OTRO,las toallas y ropa de cama limpias,,Las toallas y ropa de cama lumpias. Lo recomiendo.,4
22805,M,Sencilla,TURISMO,,no pude dormir bien por el ruido y la comida se demoró bastante,Pues No pude dormir bien por el ruido y ls comida se demoro bastante.,2
91964,M,Doble Twin (2 camas),OTRO,el wifi funcionaba bien,,El wifi funcionaba bien. Lo recomiendo,4
40251,M,Doble (1 cama),DEPORTIVO,la habitacion estaba limpia,,La habitacion estaba limpia.,5
4794,M,Doble (1 cama),TURISMO,todo estuvo bien en general,el precio era algo elEvado para lo que ofrece,"Todo estuvo bien en general, sin embargo el precio era algo elEvado para lo que ofrece.",4
7028,M,Doble Twin (2 camas),SALUD,,,cumple pero nada del otro mundo.,4
43516,M,Doble (1 cama),PERSONAL,la recepcion fue muy cordial,habia olor raro en la habitacion,"La recepcion fue muy cordial, pero habia olor raro en la habitacion.",3
8355,M,Triple,DEPORTIVO,la atencion fue excelente,,La atemcion ffue excelente.,4
39452,F,Sencilla,OTRO,,la puerta no cerraba bien,Pues La puerta no cerraba bien.,1
47984,F,Doble Twin (2 camas),NEGOCIO,precio justo por lo que ofrece,el personal no fue muy atento,Precio justo por lo que ofrece. pero el personal no fue muy atento.,4
50131,M,Doble Twin (2 camas),TURISMO,me parecio un hotel muy completo,,Me parecio un hotel muy completo. Volvería.,4
57450,M,Doble (1 cama),DEPORTIVO,,,"regular, ni muy bien ni muy mal.",5
20080,M,Doble (1 cama),NEGOCIO,,la tv no funcionaba bien,La tv no funcionaba bien.,4
33007,M,Sencilla,DEPORTIVO,buena ubicacion para moverse por la ciudad,se escuchaba todo del pasillo,Buena ubicacion para moverse por la ciudad. la verdad se escuchaba todo del pasillo.,5
70621,M,Doble (1 cama),SALUD,las toallas y ropa de cama limpias,no pude dormir bien por el ruido,"Las toallas y ropa de cama limpias, eso sí no pude dormir bien por el ruido.",3
55008,M,Doble (1 cama),DEPORTIVO,el personal super amable y atento,se escuchaba todo del pasillo,"El personal super amable y atento, eso sí se escuchaba todo del pasillo.",3
90364,F,Sencilla,SALUD,excelente ubicación cerca a todo,no pude dormir bien por el ruido y la comida se demoró bastante,Excelente ubicación cerca a todo. No pude dormir bien por el ruido y la comida se demoró bastante.,3
24600,F,Doble (1 cama),OTRO,limpieza impecable,el personal no fue muy atento,Limpieza impecable. pero el personal no fue muy atento.,4
23280,M,Doble Twin (2 camas),SALUD,el colchon era comodisimo,poca variedad enel desayuno,El colchon era comodisimo. Poca variedad enel desayuno.,4
23946,F,Doble Twin (2 camas),TURISMO,muy bien ubicado cerca al centro,el personal no fue muy atento,Muy bien ubicado cerca al centro. aunque igual el personal no fue muy atento.,3
11350,F,Sencilla,TURISMO,,,"regular, ni muybien ni muy mal.",4
80887,M,Triple,NEGOCIO,el check in fue rapido,el aire acondicionado hacia ruido,El check in fue rapido. la verdad el aire acondicionado hacia ruido.,3
82226,M,Sencilla,OTRO,el colchon era comodisimo,,El colchon era comodisimo. Volvería.,4
90539,F,Sencilla,NEGOCIO,excelente ubicacion cerca a todo,los muebles estaban algo deteriorados,Pero la verdad los muebles estaban algo deteriorados. Excelente uubicacion cerca a ttodo.,3
32566,M,Doble (1 cama),DEPORTIVO,muy buena vista desde la habitacion,,Muy buena vista desde la habitacion. Volvería.,3
66230,M,Doble (1 cama),SALUD,buenas instalaciones en general,el aire acondicionado hacia ruido,Igual el aire acondicionado hacia ruido. Buenas instalaciones en general.,4
77435,M,Triple,SALUD,ambiente tranquilo y agradable,se escuchaba todo del pasillo,Ambiente tranquilo y agradable. Se escuchaba todo del pasillo.,3
19758,F,Doble (1 cama),TURISMO,limpieza impecable,la atencion pudo ser mejorrr,Aunque iguak la atencion pUdo ser mejorrr. Limpieza impecable.,2
